Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
905,1664296673651,27.22,893.91,83.3,83.3,0.0,0.0,-0.46,-0.46,4.79,4.83,-5.12,0.25,-2.94,-5.12,0.25,-2.94
906,1664296673940,27.22,893.84,83.95,83.95,0.0,0.0,-1.97,2.51,1.88,3.7,11.94,-4.87,-6.87,11.94,-4.87,-6.87
907,1664296674212,27.23,893.8,84.33,84.33,0.0,0.0,5.25,-1.2,18.69,19.45,-6.81,3.69,3.56,-6.81,3.69,3.56
908,1664296674489,27.23,893.72,85.09,85.09,0.0,0.0,5.74,-0.45,17.39,18.32,-11.94,2.12,5.19,-11.94,2.12,5.19
909,1664296674758,27.23,893.66,85.65,85.65,0.0,0.0,-2.56,-1.83,8.36,8.93,0.0,5.94,-3.06,-4.25,0.06,3.25
910,1664296675053,27.23,893.53,86.87,86.87,0.0,0.0,-3.05,1.57,2.62,4.32,-3.0,2.0,10.31,4.94,-4.06,-10.31
911,1664296675337,27.24,893.46,87.53,87.53,0.0,0.0,-0.46,-2.74,8.81,9.24,3.31,-3.37,2.5,3.31,-3.37,2.5
912,1664296675607,27.24,893.39,88.19,88.19,0.0,0.0,3.77,0.2,7.89,8.75,-4.19,-1.19,4.0,-4.19,-1.19,4.0
913,1664296675882,27.24,893.32,88.85,88.85,0.0,0.0,4.44,1.68,15.03,15.76,-16.44,4.12,8.25,-16.44,4.12,8.25
914,1664296676174,27.24,893.28,89.23,89.23,0.0,0.0,-1.52,-1.57,7.61,7.92,-10.94,-5.81,-6.12,-10.94,-5.81,-6.12
915,1664296676449,27.25,893.21,89.89,89.89,0.0,0.0,5.9,0.5,9.35,11.07,-23.0,7.06,13.25,-7.94,-4.19,-8.69
916,1664296676729,27.25,893.14,90.55,90.55,0.0,0.0,4.69,2.21,13.44,14.41,-6.0,3.5,3.62,-6.0,3.5,3.62
917,1664296677009,27.25,893.03,91.59,91.59,0.0,0.0,3.84,1.14,10.15,10.91,66.75,-3.31,-16.19,66.75,-3.31,-16.19
918,1664296677286,27.25,892.97,92.15,92.15,0.0,0.0,6.04,-0.11,10.63,12.23,17.12,-2.87,-9.31,17.12,-2.87,-9.31
919,1664296677560,27.25,892.89,92.91,92.91,0.0,0.0,4.39,0.8,12.38,13.16,-2.69,0.37,-0.69,-2.69,0.37,-0.69
920,1664296677850,27.26,892.85,93.28,93.28,0.0,0.0,-1.24,-1.15,12.52,12.63,-11.94,5.06,7.87,-11.94,5.06,7.87
921,1664296678130,27.26,892.78,93.94,93.94,0.0,0.0,5.67,-2.05,17.16,18.19,-3.12,-2.56,-6.56,-3.12,-2.56,-6.56
922,1664296678401,27.26,892.7,94.7,94.7,0.0,0.0,-0.27,-1.93,7.94,8.18,-5.87,0.31,0.94,-5.87,0.31,0.94
923,1664296678675,27.26,892.62,95.45,95.45,0.0,0.0,2.27,-1.55,16.93,17.15,-6.44,-4.94,0.0,-6.44,-4.94,0.0
924,1664296678948,27.27,892.56,96.02,96.02,0.0,0.0,2.63,-0.55,8.91,9.31,2.94,1.06,3.44,-1.31,-2.31,-3.31
925,1664296679235,27.27,892.52,96.4,96.4,0.0,0.0,5.05,-1.44,17.1,17.89,9.38,-3.12,-2.81,-5.69,4.56,2.5
926,1664296679506,27.27,892.41,97.43,97.43,0.0,0.0,2.7,-1.02,5.07,5.83,6.56,-6.12,-7.94,6.56,-6.12,-7.94
927,1664296679800,27.27,892.33,98.19,98.19,0.0,0.0,-0.03,0.49,11.06,11.07,-0.31,-1.0,2.06,-1.56,-0.69,-2.25
928,1664296680070,27.27,892.25,98.94,98.94,0.0,0.0,6.64,-0.78,15.65,17.02,-7.62,4.56,8.31,-7.62,4.56,8.31
929,1664296680348,27.27,892.17,99.7,99.7,0.0,0.0,0.69,-0.99,12.5,12.56,-1.06,-2.69,-1.31,-1.06,-2.69,-1.31
930,1664296680647,27.28,892.06,100.74,100.74,0.0,0.0,-1.97,1.68,1.22,2.86,-16.12,7.19,8.69,-16.12,7.19,8.69
931,1664296680921,27.28,892.01,101.21,101.21,0.0,0.0,4.29,-0.96,7.45,8.65,-1.69,-2.69,-1.25,-1.69,-2.69,-1.25
932,1664296681200,27.28,891.93,101.96,101.96,0.0,0.0,-1.05,1.03,2.71,3.08,-2.12,-2.56,-2.75,-2.12,-2.56,-2.75
933,1664296681475,27.29,891.87,102.53,102.53,0.0,0.0,4.28,-2.67,17.23,17.95,-6.37,1.5,5.87,4.87,0.56,-6.06
934,1664296681757,27.29,891.74,103.76,103.76,0.0,0.0,3.63,0.85,9.55,10.25,-6.81,0.56,3.56,-6.81,0.56,3.56
935,1664296682037,27.29,891.71,104.04,104.04,0.0,0.0,-1.35,-2.51,10.21,10.6,-5.81,7.56,6.56,-5.81,7.56,6.56
936,1664296682307,27.29,891.62,104.89,104.89,0.0,0.0,4.07,-2.53,7.24,8.68,-0.25,-1.12,2.62,-0.25,-1.12,2.62
937,1664296682591,27.3,891.56,105.45,105.45,0.0,0.0,3.97,-1.9,16.08,16.67,-0.62,2.31,-4.81,-6.56,1.81,4.94
938,1664296682856,27.3,891.44,106.59,106.59,0.0,0.0,-4.64,0.84,5.89,7.55,0.06,6.75,3.69,0.06,6.75,3.69
939,1664296683137,27.3,891.38,107.15,107.15,0.0,0.0,0.31,1.76,9.26,9.43,4.25,1.56,4.31,4.25,1.56,4.31
940,1664296683411,27.3,891.25,108.38,108.38,0.0,0.0,-3.79,1.14,2.18,4.52,4.06,-8.38,-1.06,4.06,-8.38,-1.06
941,1664296683686,27.3,891.2,108.85,108.85,0.0,0.0,1.64,1.26,9.0,9.23,-5.69,1.12,-3.0,3.5,-1.37,2.31
942,1664296683958,27.31,891.15,109.33,109.33,0.0,0.0,-1.7,-2.08,6.62,7.14,-29.87,0.13,0.81,-29.87,0.13,0.81
943,1664296684253,27.31,891.04,110.36,110.36,0.0,0.0,3.73,-1.23,12.93,13.51,-46.94,4.62,5.69,-46.94,4.62,5.69
944,1664296684539,27.31,890.95,111.21,111.21,0.0,0.0,1.04,1.78,5.17,5.57,-11.25,-0.19,4.81,-11.25,-0.19,4.81
945,1664296684815,27.31,890.84,112.25,112.25,0.0,0.0,-2.48,2.42,4.52,5.7,-2.94,2.56,5.87,-2.94,2.56,5.87
946,1664296685117,27.32,890.79,112.73,112.73,0.0,0.0,5.87,3.65,14.0,15.61,135.06,-2.31,-20.44,135.06,-2.31,-20.44
947,1664296685387,27.32,890.72,113.39,113.39,0.0,0.0,0.35,-4.85,8.67,9.94,31.5,2.5,-2.06,31.5,2.5,-2.06
948,1664296685706,27.32,890.63,114.24,114.24,0.0,0.0,3.85,0.01,14.53,15.03,-0.75,-1.81,0.31,-12.81,5.19,1.12
949,1664296685983,27.32,890.5,115.47,115.47,0.0,0.0,3.12,1.15,5.68,6.58,-38.63,4.62,11.69,-23.75,-5.06,-4.12
950,1664296686260,27.33,890.44,116.03,116.03,0.0,0.0,0.1,1.22,10.85,10.92,-28.31,-1.25,2.5,-28.31,-1.25,2.5
951,1664296686543,27.33,890.38,116.6,116.6,0.0,0.0,4.68,1.28,11.0,12.02,-21.62,3.31,10.38,-21.62,3.31,10.38
952,1664296686832,27.33,890.32,117.17,117.17,0.0,0.0,1.57,-1.88,13.75,13.97,-3.94,-10.13,-2.56,-3.94,-10.13,-2.56
953,1664296687119,27.33,890.25,117.83,117.83,0.0,0.0,1.03,0.86,8.16,8.27,-2.56,0.0,-6.12,-2.56,0.0,-6.12
954,1664296687395,27.33,890.18,118.49,118.49,0.0,0.0,3.07,-0.94,2.1,3.84,2.44,-0.37,0.0,-0.94,7.56,-6.19
955,1664296687670,27.34,890.06,119.62,119.62,0.0,0.0,-1.76,-1.47,3.28,4.0,-2.94,8.0,3.37,-2.94,8.0,3.37
956,1664296687950,27.34,890.09,119.34,119.62,0.0,0.0,1.74,-2.62,13.6,13.96,-0.25,1.75,9.19,-0.25,1.75,9.19
957,1664296688240,27.34,890.1,119.25,119.62,0.0,0.0,-1.56,0.57,2.29,2.83,-1.87,1.31,-1.75,-1.87,1.31,-1.75
958,1664296688516,27.34,890.12,119.06,119.62,0.0,0.0,1.6,1.35,8.74,8.99,-8.44,-1.81,0.25,-8.44,-1.81,0.25
959,1664296688785,27.34,890.1,119.25,119.62,0.0,0.0,3.57,-2.02,5.99,7.26,0.44,3.0,-3.25,0.44,3.0,-3.25
960,1664296689078,27.34,890.13,118.96,119.62,0.0,0.0,-1.99,-0.69,2.9,3.58,5.37,4.62,-2.62,5.37,4.62,-2.62
961,1664296689352,27.35,890.11,119.15,119.62,0.0,0.0,-1.34,2.01,4.81,5.38,1.5,1.31,-5.81,1.5,1.31,-5.81
962,1664296689648,27.35,890.08,119.43,119.62,0.0,0.0,1.91,2.25,5.41,6.16,5.0,-5.31,-6.31,5.0,-5.31,-6.31
963,1664296689922,27.35,890.08,119.43,119.62,0.0,0.0,-0.27,0.82,3.52,3.62,2.69,-4.81,-3.69,2.69,-4.81,-3.69
964,1664296690202,27.35,890.08,119.43,119.62,0.0,0.0,-1.85,-0.66,4.28,4.71,-6.87,2.19,4.81,6.75,-2.62,-5.44
965,1664296690470,27.36,890.06,119.62,119.62,0.0,0.0,1.67,0.76,8.98,9.17,-1.19,0.69,3.81,-1.19,0.69,3.81
966,1664296690742,27.36,890.08,119.43,119.62,0.0,0.0,1.35,-0.52,8.57,8.69,0.19,2.25,-1.44,0.19,2.25,-1.44
967,1664296691021,27.36,890.11,119.15,119.62,0.0,0.0,1.97,-1.75,8.43,8.83,4.12,-1.75,3.0,4.12,-1.75,3.0
968,1664296691302,27.36,890.1,119.25,119.62,0.0,0.0,-2.52,1.41,8.23,8.72,-2.06,2.81,4.12,1.37,-3.69,-4.75
969,1664296691573,27.37,890.12,119.06,119.62,0.0,0.0,-2.02,-0.53,4.47,4.93,0.19,5.75,-1.56,0.19,5.75,-1.56
970,1664296691851,27.37,890.1,119.25,119.62,0.0,0.0,1.79,0.79,7.85,8.09,5.37,-0.31,1.5,5.37,-0.31,1.5
971,1664296692135,27.37,890.13,118.96,119.62,0.0,0.0,3.96,-1.98,14.77,15.42,3.0,-2.0,5.5,3.0,-2.0,5.5
972,1664296692416,27.37,890.09,119.34,119.62,0.0,0.0,-2.9,-1.37,7.22,7.9,-2.94,4.69,8.31,6.69,-7.56,-5.81
973,1664296692691,27.38,890.11,119.15,119.62,0.0,0.0,-0.14,-1.16,4.96,5.1,-2.56,5.44,2.25,-2.56,5.44,2.25
974,1664296692969,27.38,890.1,119.25,119.62,0.0,0.0,-3.27,-0.37,2.0,3.85,-14.56,3.62,7.5,-14.56,3.62,7.5
975,1664296693244,27.38,890.13,118.96,119.62,0.0,0.0,2.12,0.3,14.73,14.88,2.5,-3.81,-7.81,-0.88,5.75,7.31
976,1664296693558,27.38,890.11,119.15,119.62,0.0,0.0,4.64,0.69,8.9,10.06,-5.0,4.0,9.81,-5.0,4.0,9.81
977,1664296693836,27.38,890.06,119.62,119.62,0.0,0.0,-1.08,-1.9,4.37,4.89,0.88,1.0,-2.12,0.88,1.0,-2.12
978,1664296694108,27.39,890.11,119.15,119.62,0.0,0.0,5.3,-1.25,16.42,17.3,-3.31,-1.12,5.0,-3.31,-1.12,5.0
979,1664296694389,27.39,890.09,119.34,119.62,0.0,0.0,-3.29,0.48,6.89,7.65,2.25,3.0,-5.31,2.25,3.0,-5.31
980,1664296694667,27.39,890.09,119.34,119.62,0.0,0.0,-2.58,-0.25,6.57,7.06,-2.31,0.5,5.81,10.88,-1.5,-6.75
981,1664296694954,27.39,890.1,119.25,119.62,0.0,0.0,1.19,1.27,9.8,9.95,-0.88,-1.12,1.0,-0.88,-1.12,1.0
982,1664296695231,27.39,890.12,119.06,119.62,0.0,0.0,5.39,-0.67,14.92,15.88,-5.56,-3.44,6.06,-5.56,-3.44,6.06
983,1664296695509,27.4,890.12,119.06,119.62,0.0,0.0,4.97,-0.95,17.96,18.66,9.06,-2.25,-6.62,9.06,-2.25,-6.62
984,1664296695784,27.4,890.12,119.06,119.62,0.0,0.0,3.84,-1.49,11.86,12.55,3.69,-5.37,-6.19,3.69,-5.37,-6.19
985,1664296696072,27.4,890.13,118.96,119.62,0.0,0.0,3.84,0.67,16.13,16.59,7.69,0.13,-6.5,-9.75,4.56,5.87
986,1664296696351,27.4,890.12,119.06,119.62,0.0,0.0,-2.32,-0.79,6.12,6.59,-3.06,6.44,-0.19,3.69,-6.19,-0.06
987,1664296696627,27.4,890.1,119.25,119.62,0.0,0.0,-0.15,1.13,14.61,14.65,8.06,-1.25,-3.19,8.06,-1.25,-3.19
988,1664296696903,27.41,890.11,119.15,119.62,0.0,0.0,2.87,0.56,9.57,10.01,-0.88,1.0,1.19,1.44,-0.44,-0.44
989,1664296697176,27.41,890.1,119.25,119.62,0.0,0.0,-4.46,-0.41,4.71,6.5,-5.06,-2.0,6.06,-5.06,-2.0,6.06
990,1664296697467,27.41,890.11,119.15,119.62,0.0,0.0,2.02,-0.88,10.94,11.16,-2.37,0.44,1.06,-2.37,0.44,1.06
991,1664296697743,27.41,890.13,118.96,119.62,0.0,0.0,1.14,-2.53,14.1,14.37,7.62,0.69,-7.31,-6.87,-2.06,8.06
992,1664296698019,27.42,890.13,118.96,119.62,0.0,0.0,3.7,1.18,14.03,14.56,5.69,0.88,-1.31,5.69,0.88,-1.31
993,1664296698309,27.42,890.14,118.87,119.62,0.0,0.0,1.61,-2.11,14.46,14.7,9.69,-1.87,-9.31,-4.12,2.62,8.88
994,1664296698582,27.42,890.11,119.15,119.62,0.0,0.0,0.27,-0.3,7.36,7.37,0.88,1.25,2.56,0.88,1.25,2.56
995,1664296698876,27.42,890.12,119.06,119.62,0.0,0.0,-1.34,1.35,9.22,9.41,-0.44,-0.75,-5.62,-0.44,-0.75,-5.62
996,1664296699155,27.42,890.13,118.96,119.62,0.0,0.0,-0.85,-0.68,7.53,7.61,-2.62,-0.88,2.19,-2.62,-0.88,2.19
997,1664296699433,27.43,890.1,119.25,119.62,0.0,0.0,-1.26,0.42,3.0,3.28,-11.12,5.81,6.12,-11.12,5.81,6.12
998,1664296699708,27.43,890.16,118.68,119.62,0.0,0.0,4.94,2.14,10.47,11.77,-8.63,6.62,4.19,-8.63,6.62,4.19
999,1664296699998,27.43,890.11,119.15,119.62,0.0,0.0,-3.27,-1.64,6.19,7.19,-2.37,6.12,1.19,-2.37,6.12,1.19
1000,1664296700280,27.43,890.13,118.96,119.62,0.0,0.0,0.29,-2.84,12.59,12.91,10.38,-1.19,-7.5,10.38,-1.19,-7.5
1001,1664296700558,27.43,890.12,119.06,119.62,0.0,0.0,0.0,-1.63,3.54,3.9,-2.19,-1.69,0.25,10.25,0.94,-3.44
1002,1664296700834,27.44,890.14,118.87,119.62,0.0,0.0,-4.73,0.67,3.53,5.94,-4.87,5.37,8.94,-4.87,5.37,8.94
1003,1664296701110,27.44,890.13,118.96,119.62,0.0,0.0,4.97,-1.01,16.7,17.45,2.87,2.12,-3.56,2.87,2.12,-3.56
1004,1664296701398,27.44,890.12,119.06,119.62,0.0,0.0,3.07,-0.11,8.06,8.63,-3.62,-0.06,1.75,-3.62,-0.06,1.75
1005,1664296701671,27.44,890.13,118.96,119.62,0.0,0.0,1.05,1.15,5.02,5.26,5.37,-4.75,-5.31,5.37,-4.75,-5.31
1006,1664296701949,27.45,890.12,119.06,119.62,0.0,0.0,-1.28,1.74,4.61,5.09,3.06,6.12,-4.37,3.06,6.12,-4.37
1007,1664296702219,27.45,890.12,119.06,119.62,0.0,0.0,-3.85,0.17,3.72,5.36,4.19,-1.12,-7.81,4.19,-1.12,-7.81
1008,1664296702501,27.45,890.13,118.96,119.62,0.0,0.0,-1.44,-0.79,7.39,7.57,-3.25,1.5,1.25,-3.25,1.5,1.25
1009,1664296702806,27.45,890.13,118.96,119.62,0.0,0.0,4.23,-2.24,15.17,15.91,7.12,-4.06,-9.19,7.12,-4.06,-9.19
1010,1664296703077,27.45,890.14,118.87,119.62,0.0,0.0,4.0,0.73,8.99,9.87,2.06,2.81,-1.62,2.06,2.81,-1.62
1011,1664296703357,27.46,890.14,118.87,119.62,0.0,0.0,2.06,0.05,6.85,7.15,1.12,2.12,4.37,1.12,2.12,4.37
1012,1664296703628,27.46,890.13,118.96,119.62,0.0,0.0,6.82,0.89,13.54,15.19,0.06,5.69,0.75,0.06,5.69,0.75
1013,1664296703910,27.46,890.1,119.25,119.62,0.0,0.0,0.74,0.75,8.55,8.61,1.31,-4.37,1.87,1.31,-4.37,1.87
1014,1664296704186,27.46,890.11,119.15,119.62,0.0,0.0,3.86,1.37,14.78,15.34,-0.94,1.19,2.25,-0.94,1.19,2.25
1015,1664296704467,27.47,890.12,119.06,119.62,0.0,0.0,2.91,-1.36,11.0,11.46,3.62,3.94,2.31,-0.31,0.69,-2.12
1016,1664296704739,27.47,890.13,118.96,119.62,0.0,0.0,2.17,-0.46,15.97,16.12,7.0,0.37,-1.19,7.0,0.37,-1.19
1017,1664296705018,27.47,890.12,119.06,119.62,0.0,0.0,1.02,0.27,7.12,7.2,-1.87,0.5,-2.69,-1.87,0.5,-2.69
1018,1664296705350,27.47,890.11,119.15,119.62,0.0,0.0,1.54,0.51,10.54,10.66,2.31,-1.19,0.75,2.31,-1.19,0.75
1019,1664296705631,27.47,890.12,119.06,119.62,0.0,0.0,4.81,-2.03,15.84,16.68,4.44,-4.12,-10.75,-5.5,3.06,10.94
1020,1664296705909,27.48,890.12,119.06,119.62,0.0,0.0,-0.86,0.7,10.42,10.48,5.31,-0.44,2.5,-5.81,-0.25,-2.94
1021,1664296706187,27.48,890.09,119.34,119.62,0.0,0.0,-1.08,1.41,2.44,3.02,-2.19,5.19,0.06,-0.19,-4.37,0.5
1022,1664296706468,27.48,890.08,119.43,119.62,0.0,0.0,1.06,2.32,5.06,5.67,-7.19,-0.88,10.75,-7.19,-0.88,10.75
1023,1664296706755,27.49,890.11,119.15,119.62,0.0,0.0,0.17,-0.08,13.22,13.22,1.75,-5.81,-7.69,1.75,-5.81,-7.69
1024,1664296707036,27.49,890.09,119.34,119.62,0.0,0.0,3.75,0.46,11.0,11.63,-4.62,-2.56,1.12,-4.62,-2.56,1.12
1025,1664296707308,27.49,890.1,119.25,119.62,0.0,0.0,1.82,-2.14,14.35,14.62,6.62,1.19,-3.69,6.62,1.19,-3.69
1026,1664296707612,27.49,890.12,119.06,119.62,0.0,0.0,7.79,-0.35,13.22,15.35,6.06,-2.81,-11.06,-7.06,6.87,10.38
1027,1664296707907,27.49,890.11,119.15,119.62,0.0,0.0,3.45,0.8,12.14,12.65,5.25,-1.56,-3.62,5.25,-1.56,-3.62
1028,1664296708184,27.49,890.11,119.15,119.62,0.0,0.0,-3.22,0.21,5.3,6.21,4.44,2.25,5.25,4.44,2.25,5.25
1029,1664296708463,27.5,890.1,119.25,119.62,0.0,0.0,4.97,-0.85,14.58,15.43,6.12,-3.0,-7.5,6.12,-3.0,-7.5
1030,1664296708741,27.5,890.1,119.25,119.62,0.0,0.0,5.02,-0.61,15.92,16.7,3.37,-3.06,-7.94,3.37,-3.06,-7.94
1031,1664296709018,27.5,890.13,118.96,119.62,0.0,0.0,-1.02,-0.73,9.8,9.88,4.5,-2.5,-3.56,-4.87,1.75,4.0
1032,1664296709315,27.5,890.14,118.87,119.62,0.0,0.0,7.37,-0.07,14.86,16.59,1.25,-3.37,-9.06,1.25,-3.37,-9.06
1033,1664296709589,27.5,890.11,119.15,119.62,0.0,0.0,-0.39,0.49,6.08,6.11,-0.75,-2.56,2.0,-0.75,-2.56,2.0
1034,1664296709868,27.5,890.09,119.34,119.62,0.0,0.0,2.74,0.49,8.16,8.62,6.19,-2.37,-3.94,6.19,-2.37,-3.94
1035,1664296710141,27.51,890.09,119.34,119.62,0.0,0.0,2.5,2.4,7.24,8.03,-7.44,-1.81,5.87,7.31,0.0,-5.56
1036,1664296710434,27.5,890.11,119.15,119.62,0.0,0.0,4.61,1.78,9.85,11.02,9.94,-8.19,-7.0,9.94,-8.19,-7.0
1037,1664296710710,27.51,890.11,119.15,119.62,0.0,0.0,0.66,0.1,13.69,13.71,-0.88,0.81,1.25,-0.88,0.81,1.25
1038,1664296710987,27.51,890.12,119.06,119.62,0.0,0.0,0.1,-2.65,9.4,9.77,4.81,-1.44,-5.0,4.81,-1.44,-5.0
1039,1664296711266,27.51,890.11,119.15,119.62,0.0,0.0,-0.49,-2.73,8.37,8.82,4.56,0.06,-4.25,4.56,0.06,-4.25
1040,1664296711538,27.51,890.11,119.15,119.62,0.0,0.0,3.68,2.14,11.68,12.43,0.31,-0.88,6.5,0.31,-0.88,6.5
1041,1664296711819,27.51,890.13,118.96,119.62,0.0,0.0,0.43,0.77,9.55,9.59,1.44,0.75,-1.19,1.44,0.75,-1.19
1042,1664296712117,27.52,890.07,119.53,119.62,0.0,0.0,-3.3,0.32,3.31,4.68,-6.0,3.75,2.94,2.5,-2.81,-3.56
1043,1664296712392,27.52,890.09,119.34,119.62,0.0,0.0,2.54,-1.72,14.15,14.48,0.06,3.31,-2.62,0.06,3.31,-2.62
1044,1664296712682,27.52,890.12,119.06,119.62,0.0,0.0,-2.71,1.3,4.51,5.42,-4.0,0.06,3.62,-1.06,-2.5,-2.37
1045,1664296712955,27.52,890.09,119.34,119.62,0.0,0.0,-4.28,0.11,4.2,6.0,-7.62,3.62,10.75,-7.62,3.62,10.75
1046,1664296713243,27.52,890.07,119.53,119.62,0.0,0.0,-3.72,1.28,3.89,5.53,1.12,-5.06,-6.06,1.12,-5.06,-6.06
1047,1664296713520,27.52,890.08,119.43,119.62,0.0,0.0,-1.29,-1.58,9.83,10.04,11.69,1.0,-6.44,-6.44,4.69,5.81
1048,1664296713795,27.53,890.11,119.15,119.62,0.0,0.0,0.84,-0.44,9.17,9.22,1.5,1.75,-0.5,1.5,1.75,-0.5
1049,1664296714072,27.53,890.14,118.87,119.62,0.0,0.0,1.53,0.86,11.43,11.56,-3.06,0.06,-1.69,4.06,3.31,0.88
1050,1664296714367,27.53,890.1,119.25,119.62,0.0,0.0,-2.11,1.35,3.93,4.66,-0.19,-4.12,-5.94,-0.19,-4.12,-5.94
1051,1664296714642,27.53,890.08,119.43,119.62,0.0,0.0,-3.15,0.48,2.91,4.32,10.88,-1.5,-9.13,-8.5,4.06,7.0
1052,1664296714919,27.54,890.09,119.34,119.62,0.0,0.0,-1.62,-1.89,6.81,7.25,-6.06,-3.31,7.5,-6.06,-3.31,7.5
1053,1664296715199,27.54,890.09,119.34,119.62,0.0,0.0,-3.83,0.39,2.88,4.81,8.69,-4.5,-10.63,8.69,-4.5,-10.63
1054,1664296715469,27.54,890.09,119.34,119.62,0.0,0.0,1.88,-1.51,9.89,10.18,1.31,-3.37,0.5,-5.81,-3.12,1.69
1055,1664296715765,27.54,890.11,119.15,119.62,0.0,0.0,5.16,1.51,11.88,13.04,7.12,-6.25,-8.13,7.12,-6.25,-8.13
1056,1664296716039,27.54,890.13,118.96,119.62,0.0,0.0,-0.2,-0.43,13.24,13.25,1.12,2.87,3.44,1.12,2.87,3.44
1057,1664296716321,27.54,890.13,118.96,119.62,0.0,0.0,4.76,0.31,10.25,11.31,-7.69,-3.37,5.75,12.19,-5.69,-4.69
1058,1664296716592,27.55,890.11,119.15,119.62,0.0,0.0,2.75,0.56,7.37,7.89,-0.19,4.31,7.31,3.25,-6.62,-5.56
1059,1664296716901,27.55,890.1,119.25,119.62,0.0,0.0,-1.89,-1.55,7.29,7.69,-1.06,2.69,0.94,-1.06,2.69,0.94
1060,1664296717189,27.55,890.15,118.77,119.62,0.0,0.0,-2.21,-0.34,7.53,7.85,0.37,-4.19,-5.31,-1.69,6.69,5.19
1061,1664296717459,27.55,890.12,119.06,119.62,0.0,0.0,1.51,-1.41,10.09,10.3,-3.31,4.0,0.19,-3.31,4.0,0.19
1062,1664296717741,27.56,890.15,118.77,119.62,0.0,0.0,2.24,-2.23,15.25,15.57,-1.87,-2.12,2.81,-1.87,-2.12,2.81
1063,1664296718018,27.56,890.12,119.06,119.62,0.0,0.0,-0.67,-1.15,10.7,10.78,0.0,0.5,3.69,0.0,0.5,3.69
1064,1664296718308,27.56,890.12,119.06,119.62,0.0,0.0,4.92,-0.76,13.68,14.56,4.69,3.25,-6.44,4.69,3.25,-6.44
1065,1664296718588,27.56,890.13,118.96,119.62,0.0,0.0,-0.21,-0.13,4.38,4.39,-5.44,-0.06,2.87,-5.44,-0.06,2.87
1066,1664296718858,27.56,890.09,119.34,119.62,0.0,0.0,4.08,1.24,14.0,14.64,4.94,-2.31,-0.81,4.94,-2.31,-0.81
1067,1664296719139,27.56,890.13,118.96,119.62,0.0,0.0,-1.47,-0.46,1.92,2.46,6.12,-0.31,-4.0,-2.12,-4.12,3.56
1068,1664296719417,27.57,890.14,118.87,119.62,0.0,0.0,2.49,-0.92,12.1,12.39,1.5,7.87,-4.87,1.5,7.87,-4.87
1069,1664296719702,27.57,890.17,118.58,119.62,0.0,0.0,2.31,0.7,6.68,7.1,-8.38,2.5,2.19,-1.19,-3.56,-1.44
1070,1664296719984,27.57,890.19,118.4,119.62,0.0,0.0,6.01,0.89,10.69,12.3,7.12,-15.25,-7.44,7.12,-15.25,-7.44
1071,1664296720259,27.57,890.18,118.49,119.62,0.0,0.0,0.9,0.14,10.31,10.35,-3.5,-1.25,4.12,1.44,-5.69,-2.81
1072,1664296720541,27.57,890.18,118.49,119.62,0.0,0.0,2.4,-1.52,12.08,12.41,4.06,-4.37,-1.81,4.06,-4.37,-1.81
1073,1664296720828,27.57,890.17,118.58,119.62,0.0,0.0,2.76,-0.22,7.21,7.72,-6.06,2.06,2.44,-6.06,2.06,2.44
1074,1664296721102,27.58,890.17,118.58,119.62,0.0,0.0,2.03,0.15,13.11,13.27,5.19,5.37,2.81,5.19,5.37,2.81
1075,1664296721405,27.58,890.1,119.25,119.62,0.0,0.0,-2.12,1.38,4.84,5.46,-10.25,-11.25,-4.12,-10.25,-11.25,-4.12
1076,1664296721690,27.58,890.19,118.4,119.62,0.0,0.0,4.72,-0.74,12.83,13.69,1.25,10.19,-0.44,1.25,10.19,-0.44
1077,1664296721974,27.58,890.3,117.36,119.62,0.0,0.0,0.31,0.76,13.29,13.32,-0.62,-5.12,-4.19,-0.62,-5.12,-4.19
1078,1664296722258,27.59,890.26,117.73,119.62,0.0,0.0,2.04,-0.09,5.5,5.87,3.0,-2.75,2.06,3.0,-2.75,2.06
1079,1664296722536,27.59,890.3,117.36,119.62,0.0,0.0,-1.14,0.51,5.09,5.24,7.87,10.94,1.25,7.87,10.94,1.25
1080,1664296722821,27.59,890.41,116.32,119.62,0.0,0.0,0.93,0.04,14.45,14.48,2.06,-0.94,1.06,-1.69,-10.63,-2.62
1081,1664296723098,27.59,890.35,116.88,119.62,0.0,0.0,1.42,0.15,3.73,3.99,-11.25,5.56,3.94,6.37,2.25,-2.94
1082,1664296723387,27.59,890.46,115.84,119.62,0.0,0.0,-1.64,0.0,10.71,10.83,5.5,3.94,-5.62,5.5,3.94,-5.62
1083,1664296723656,27.59,890.48,115.65,119.62,0.0,0.0,2.64,-1.76,5.92,6.72,-1.06,3.81,1.87,-1.06,3.81,1.87
1084,1664296723935,27.59,890.47,115.75,119.62,0.0,0.0,-1.04,0.23,8.55,8.62,8.44,-4.25,-6.81,8.44,-4.25,-6.81
