Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
0,1664297813346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1664297813637,30.83,902.16,0.58,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1664297813967,30.84,902.17,0.48,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1664297814385,30.83,902.17,0.48,0.58,0.0,0.0,1.34,0.0,9.37,9.47,0.0,0.19,-0.06,0.0,0.19,-0.06
4,1664297814641,30.82,902.14,0.76,0.76,0.0,0.0,1.34,0.03,9.36,9.46,0.0,0.19,0.0,0.0,0.19,0.0
5,1664297814902,30.83,902.15,0.67,0.76,0.0,0.0,1.35,0.02,9.34,9.44,0.0,-0.06,-0.13,0.0,-0.06,-0.13
6,1664297815153,30.83,902.18,0.39,0.76,0.0,0.0,1.34,0.0,9.36,9.46,0.0,0.0,0.06,0.0,0.0,0.06
7,1664297815429,30.83,902.17,0.48,0.76,0.0,0.0,1.33,0.0,9.36,9.45,0.0,0.06,-0.06,-0.06,-0.13,0.0
8,1664297815687,30.83,902.18,0.39,0.76,0.0,0.0,1.34,0.03,9.34,9.44,-0.06,-0.13,0.0,-0.06,-0.13,0.0
9,1664297815950,30.82,902.17,0.48,0.76,0.0,0.0,1.34,0.01,9.36,9.46,0.06,0.06,-0.06,0.06,0.06,-0.06
10,1664297816214,30.82,902.16,0.58,0.76,0.0,0.0,1.36,0.0,9.34,9.44,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06
11,1664297816473,30.82,902.18,0.39,0.76,0.0,0.0,1.35,0.03,9.36,9.46,0.0,0.06,0.13,0.0,0.06,0.13
12,1664297816761,30.82,902.16,0.58,0.76,0.0,0.0,1.35,-0.01,9.39,9.49,-0.06,0.13,0.06,-0.06,0.13,0.06
13,1664297817023,30.82,902.16,0.58,0.76,0.0,0.0,1.33,0.0,9.36,9.45,-0.06,0.25,0.0,-0.06,0.25,0.0
14,1664297817282,30.82,902.14,0.76,0.76,0.0,0.0,1.36,0.01,9.36,9.46,0.19,-0.13,0.0,0.19,-0.13,0.0
15,1664297817548,30.82,902.17,0.48,0.76,0.0,0.0,1.34,0.01,9.34,9.44,-0.06,-0.13,-0.06,-0.06,-0.13,-0.06
16,1664297817811,30.82,902.16,0.58,0.76,0.0,0.0,1.35,0.01,9.33,9.43,0.13,-0.13,0.06,-0.06,0.13,0.0
17,1664297818096,30.82,902.18,0.39,0.76,0.0,0.0,1.35,0.0,9.37,9.47,-0.06,0.0,0.13,0.0,0.13,-0.06
18,1664297818357,30.82,902.15,0.67,0.76,0.0,0.0,1.35,0.01,9.33,9.43,0.0,-0.19,0.06,0.0,-0.19,0.06
19,1664297818616,30.82,902.16,0.58,0.76,0.0,0.0,1.36,0.01,9.35,9.45,0.0,-0.13,0.13,0.0,-0.13,0.13
20,1664297818877,30.82,902.16,0.58,0.76,0.0,0.0,1.35,0.02,9.38,9.48,0.0,-0.19,0.0,0.0,-0.19,0.0
21,1664297819135,30.82,902.17,0.48,0.76,0.0,0.0,1.35,0.0,9.35,9.45,0.0,0.06,-0.06,0.0,0.06,-0.06
22,1664297819410,30.82,902.16,0.58,0.76,0.0,0.0,1.34,0.0,9.37,9.47,0.06,0.13,-0.06,0.06,0.13,-0.06
23,1664297819671,30.81,902.15,0.67,0.76,0.0,0.0,1.34,0.0,9.36,9.46,0.06,0.06,-0.06,0.06,0.06,-0.06
24,1664297819935,30.82,902.16,0.58,0.76,0.0,0.0,1.35,0.01,9.36,9.46,-0.06,0.06,-0.13,-0.06,0.06,-0.13
25,1664297820203,30.82,902.17,0.48,0.76,0.0,0.0,1.35,0.0,9.34,9.44,0.0,-0.06,-0.19,0.0,-0.06,-0.19
26,1664297820468,30.82,902.15,0.67,0.76,0.0,0.0,1.35,0.0,9.33,9.43,-0.06,-0.06,-0.06,0.06,-0.06,-0.13
27,1664297820742,30.82,902.17,0.48,0.76,0.0,0.0,1.35,0.0,9.36,9.46,0.06,0.06,-0.13,0.06,0.06,-0.13
28,1664297821011,30.82,902.18,0.39,0.76,0.0,0.0,1.35,0.0,9.35,9.45,0.06,0.06,0.13,0.06,0.06,0.13
29,1664297821271,30.82,902.17,0.48,0.76,0.0,0.0,1.34,0.03,9.36,9.46,0.06,0.0,0.19,0.06,0.19,0.19
30,1664297821527,30.82,902.16,0.58,0.76,0.0,0.0,1.33,0.0,9.36,9.45,0.0,0.19,0.06,0.0,0.19,0.06
31,1664297821781,30.82,902.17,0.48,0.76,0.0,0.0,1.35,0.0,9.36,9.46,0.13,-0.13,0.06,0.0,-0.06,0.0
32,1664297822060,30.82,902.16,0.58,0.76,0.0,0.0,1.35,0.03,9.37,9.47,-0.06,0.06,0.06,0.0,-0.06,0.0
33,1664297822333,30.82,902.15,0.67,0.76,0.0,0.0,1.34,0.01,9.34,9.44,-0.06,0.19,-0.06,-0.06,0.19,-0.06
34,1664297822595,30.82,902.13,0.86,0.86,0.0,0.0,1.34,0.0,9.36,9.46,0.06,0.06,0.0,0.0,0.13,-0.06
35,1664297822856,30.82,902.16,0.58,0.86,0.0,0.0,1.35,0.0,9.35,9.45,-0.13,0.06,-0.06,0.0,0.0,-0.19
36,1664297823118,30.82,902.15,0.67,0.86,0.0,0.0,1.35,0.01,9.33,9.43,0.0,-0.06,-0.06,-0.13,-0.06,-0.13
37,1664297823388,30.82,902.15,0.67,0.86,0.0,0.0,1.35,0.0,9.37,9.47,0.06,0.06,0.0,0.06,0.06,0.0
38,1664297823650,30.82,902.14,0.76,0.86,0.0,0.0,1.34,0.01,9.37,9.47,0.0,0.0,-0.06,0.0,0.0,-0.06
39,1664297823911,30.82,902.16,0.58,0.86,0.0,0.0,1.35,0.01,9.37,9.47,-0.13,0.06,0.06,-0.13,0.06,0.06
40,1664297824171,30.82,902.17,0.48,0.86,0.0,0.0,1.36,0.02,9.35,9.45,0.06,0.0,-0.13,0.06,0.0,-0.13
41,1664297824427,30.83,902.16,0.58,0.86,0.0,0.0,1.37,0.0,9.36,9.46,0.0,0.13,0.0,0.0,0.13,0.0
42,1664297824686,30.83,902.15,0.67,0.86,0.0,0.0,1.35,0.03,9.36,9.46,-0.13,0.0,0.13,-0.13,0.0,0.13
43,1664297824962,30.82,902.15,0.67,0.86,0.0,0.0,1.35,0.02,9.34,9.44,-0.13,0.19,0.13,0.06,0.0,0.19
44,1664297825224,30.82,902.15,0.67,0.86,0.0,0.0,1.36,0.0,9.37,9.47,0.0,-0.19,0.0,0.0,-0.19,0.0
45,1664297825494,30.83,902.14,0.76,0.86,0.0,0.0,1.33,0.0,9.35,9.44,0.0,0.06,0.0,0.0,0.06,0.0
46,1664297825748,30.83,902.13,0.86,0.86,0.0,0.0,1.35,0.0,9.35,9.45,0.0,0.06,0.13,0.0,0.06,0.13
47,1664297826012,30.83,902.15,0.67,0.86,0.0,0.0,1.35,0.0,9.36,9.46,-0.13,0.0,0.0,-0.13,0.06,0.0
48,1664297826280,30.83,902.19,0.3,0.86,0.0,0.0,1.35,0.0,9.35,9.45,0.19,0.0,0.06,0.19,0.0,0.06
49,1664297826541,30.83,902.17,0.48,0.86,0.0,0.0,1.34,0.0,9.37,9.47,0.0,-0.13,0.06,-0.13,0.13,0.0
50,1664297826812,30.83,902.17,0.48,0.86,0.0,0.0,1.33,0.02,9.39,9.48,-0.06,0.0,-0.06,0.06,0.06,0.06
51,1664297827068,30.83,902.15,0.67,0.86,0.0,0.0,1.34,0.0,9.36,9.46,0.0,0.06,0.0,0.0,0.06,0.0
52,1664297827332,30.83,902.15,0.67,0.86,0.0,0.0,1.32,0.0,9.35,9.44,0.0,0.13,0.06,-0.06,0.13,0.06
53,1664297827605,30.83,902.16,0.58,0.86,0.0,0.0,1.36,0.02,9.31,9.41,0.06,0.19,0.06,0.0,0.13,-0.06
54,1664297827867,30.83,902.16,0.58,0.86,0.0,0.0,1.33,0.0,9.37,9.46,0.06,0.19,-0.06,0.06,0.19,-0.06
55,1664297828118,30.83,902.16,0.58,0.86,0.0,0.0,1.34,0.0,9.35,9.45,0.0,0.0,0.0,0.0,0.0,0.0
56,1664297828389,30.83,902.16,0.58,0.86,0.0,0.0,1.34,0.0,9.35,9.45,-0.06,-0.13,0.0,-0.06,-0.13,0.06
57,1664297828653,30.83,902.15,0.67,0.86,0.0,0.0,1.31,0.01,9.36,9.45,0.06,-0.06,-0.13,0.06,-0.06,-0.13
58,1664297828927,30.84,902.15,0.67,0.86,0.0,0.0,1.35,0.0,9.34,9.44,-0.06,0.0,0.13,-0.13,0.19,0.06
59,1664297829193,30.83,902.15,0.67,0.86,0.0,0.0,1.34,0.0,9.37,9.47,-0.13,0.13,-0.13,-0.13,0.13,-0.13
60,1664297829460,30.84,902.16,0.58,0.86,0.0,0.0,1.34,0.0,9.39,9.49,0.13,-0.06,-0.19,-0.06,-0.06,0.06
61,1664297829736,30.84,902.15,0.67,0.86,0.0,0.0,1.35,0.0,9.34,9.44,0.13,0.13,-0.06,0.13,0.13,-0.06
62,1664297829994,30.84,902.15,0.67,0.86,0.0,0.0,1.34,0.01,9.39,9.49,0.06,-0.06,0.0,0.06,-0.06,0.0
63,1664297830277,30.84,902.16,0.58,0.86,0.0,0.0,1.35,0.02,9.34,9.44,0.0,-0.13,-0.06,0.0,-0.13,-0.06
64,1664297830544,30.84,902.13,0.86,0.86,0.0,0.0,1.34,0.0,9.34,9.44,-0.06,0.13,-0.06,-0.06,0.13,-0.06
65,1664297830803,30.84,902.16,0.58,0.86,0.0,0.0,1.35,0.01,9.39,9.49,0.06,-0.13,0.06,0.06,-0.13,0.06
66,1664297831077,30.84,902.15,0.67,0.86,0.0,0.0,1.35,0.01,9.36,9.46,0.06,0.19,-0.06,0.06,0.0,-0.06
67,1664297831337,30.84,902.15,0.67,0.86,0.0,0.0,1.35,0.02,9.32,9.42,-0.06,0.0,0.19,-0.06,0.0,0.19
68,1664297831641,30.84,902.14,0.76,0.86,0.0,0.0,1.34,0.01,9.35,9.45,-0.06,0.06,0.06,-0.06,0.06,0.06
69,1664297831905,30.84,902.16,0.58,0.86,0.0,0.0,1.35,0.01,9.36,9.46,-0.06,-0.06,0.0,-0.06,-0.06,0.0
70,1664297832167,30.84,902.14,0.76,0.86,0.0,0.0,1.35,0.01,9.35,9.45,-0.06,0.13,0.0,0.13,0.06,-0.13
71,1664297832430,30.84,902.16,0.58,0.86,0.0,0.0,1.34,0.0,9.32,9.42,-0.06,0.19,0.06,-0.06,0.19,0.06
72,1664297832691,30.85,902.15,0.67,0.86,0.0,0.0,1.35,0.01,9.35,9.45,0.06,-0.13,0.13,0.06,-0.13,0.13
73,1664297832968,30.85,902.16,0.58,0.86,0.0,0.0,1.36,0.0,9.37,9.47,-0.06,-0.13,0.06,-0.06,-0.13,0.06
74,1664297833237,30.85,902.15,0.67,0.86,0.0,0.0,1.34,0.0,9.34,9.44,-0.13,-0.06,-0.06,-0.13,-0.06,-0.06
75,1664297833491,30.85,902.15,0.67,0.86,0.0,0.0,1.36,0.01,9.37,9.47,0.13,0.0,0.06,0.13,0.0,0.06
76,1664297833759,30.85,902.16,0.58,0.86,0.0,0.0,1.35,0.01,9.36,9.46,0.0,-0.06,-0.13,0.0,-0.06,-0.13
77,1664297834021,30.85,902.16,0.58,0.86,0.0,0.0,1.35,0.0,9.34,9.44,0.06,0.06,0.0,0.06,-0.06,0.13
78,1664297834315,30.85,902.14,0.76,0.86,0.0,0.0,1.35,0.0,9.35,9.45,-0.06,0.19,-0.19,-0.06,0.19,-0.19
79,1664297834574,30.85,902.15,0.67,0.86,0.0,0.0,1.35,0.01,9.33,9.43,0.0,0.13,0.0,0.0,0.13,0.0
80,1664297834828,30.85,902.15,0.67,0.86,0.0,0.0,1.33,0.01,9.36,9.45,0.06,0.06,0.06,0.06,0.06,0.06
81,1664297835097,30.85,902.14,0.76,0.86,0.0,0.0,1.35,0.02,9.36,9.46,-0.06,0.06,-0.06,-0.13,0.06,-0.13
82,1664297835349,30.86,902.13,0.86,0.86,0.0,0.0,1.32,0.02,9.35,9.44,0.06,0.0,0.0,0.06,0.0,0.0
83,1664297835621,30.86,902.15,0.67,0.86,0.0,0.0,1.34,0.0,9.39,9.49,0.0,0.19,-0.06,0.0,0.19,-0.06
84,1664297835885,30.86,902.18,0.39,0.86,0.0,0.0,1.35,0.0,9.35,9.45,0.06,0.06,0.06,0.06,0.06,0.06
85,1664297836150,30.86,902.14,0.76,0.86,0.0,0.0,1.36,0.02,9.35,9.45,0.06,-0.06,0.19,-0.13,0.06,-0.13
86,1664297836412,30.86,902.13,0.86,0.86,0.0,0.0,1.34,0.02,9.35,9.45,0.06,-0.06,0.0,-0.06,0.06,0.0
87,1664297836663,30.86,902.16,0.58,0.86,0.0,0.0,1.33,0.0,9.36,9.45,0.13,0.0,0.0,0.13,0.0,0.0
88,1664297836934,30.86,902.14,0.76,0.86,0.0,0.0,1.36,0.0,9.35,9.45,-0.06,0.06,-0.06,-0.06,0.06,-0.06
89,1664297837209,30.86,902.17,0.48,0.86,0.0,0.0,1.35,0.02,9.37,9.47,-0.06,0.19,0.06,-0.06,0.19,0.06
90,1664297837470,30.86,902.15,0.67,0.86,0.0,0.0,1.35,0.01,9.35,9.45,0.06,0.19,-0.13,0.06,0.19,-0.13
91,1664297837733,30.87,902.16,0.58,0.86,0.0,0.0,1.35,0.01,9.34,9.44,-0.06,-0.13,0.0,-0.06,-0.13,0.0
92,1664297838000,30.87,902.14,0.76,0.86,0.0,0.0,1.34,0.01,9.34,9.44,-0.13,0.13,-0.13,-0.13,0.13,-0.13
93,1664297838255,30.87,902.15,0.67,0.86,0.0,0.0,1.33,0.01,9.39,9.48,0.0,0.0,0.0,0.0,0.0,0.0
94,1664297838545,30.87,902.15,0.67,0.86,0.0,0.0,1.34,0.02,9.36,9.46,-0.06,0.06,0.06,-0.06,0.06,0.06
95,1664297838801,30.87,902.14,0.76,0.86,0.0,0.0,1.35,0.01,9.37,9.47,0.0,0.06,0.0,0.0,0.06,0.0
96,1664297839064,30.87,902.16,0.58,0.86,0.0,0.0,1.35,0.0,9.36,9.46,0.06,0.0,-0.06,0.06,0.0,-0.06
97,1664297839324,30.87,902.14,0.76,0.86,0.0,0.0,1.33,0.0,9.38,9.47,0.0,0.0,0.06,0.13,-0.19,0.06
98,1664297839584,30.87,902.16,0.58,0.86,0.0,0.0,1.33,0.01,9.36,9.45,0.06,0.0,0.06,0.0,-0.19,0.06
99,1664297840125,30.88,902.18,0.39,0.86,0.0,0.0,1.34,0.0,9.35,9.45,0.06,0.13,0.0,0.06,0.13,0.0
100,1664297840393,30.88,902.16,0.58,0.86,0.0,0.0,1.36,0.0,9.33,9.43,-0.06,-0.06,0.06,-0.06,-0.06,-0.06
101,1664297840651,30.88,902.16,0.58,0.86,0.0,0.0,1.33,0.0,9.37,9.46,-0.06,-0.06,0.06,-0.06,-0.06,0.06
102,1664297840924,30.88,902.14,0.76,0.86,0.0,0.0,1.35,0.0,9.36,9.46,0.06,-0.06,0.0,-0.06,-0.06,-0.13
103,1664297841196,30.88,902.14,0.76,0.86,0.0,0.0,1.34,0.01,9.34,9.44,0.06,0.13,-0.06,0.06,0.13,-0.06
104,1664297841458,30.88,902.13,0.86,0.86,0.0,0.0,1.35,0.0,9.34,9.44,0.0,0.13,0.0,-0.06,0.06,-0.13
105,1664297841724,30.88,902.16,0.58,0.86,0.0,0.0,1.37,0.0,9.35,9.45,-0.06,0.0,-0.06,0.06,-0.06,-0.06
106,1664297841988,30.88,902.12,0.95,0.95,0.0,0.0,1.35,0.0,9.33,9.43,0.06,-0.06,-0.19,0.06,-0.06,-0.19
107,1664297842248,30.88,902.14,0.76,0.95,0.0,0.0,1.35,0.01,9.34,9.44,0.0,0.06,0.0,0.0,0.06,0.0
108,1664297842518,30.89,902.14,0.76,0.95,0.0,0.0,1.33,0.0,9.37,9.46,0.0,-0.13,0.0,0.0,-0.13,0.0
109,1664297842785,30.88,902.13,0.86,0.95,0.0,0.0,1.34,0.02,9.35,9.45,0.06,-0.06,0.0,0.06,-0.06,0.0
110,1664297843061,30.89,902.16,0.58,0.95,0.0,0.0,1.33,0.01,9.33,9.42,0.06,0.13,-0.06,0.06,0.13,-0.06
111,1664297843321,30.89,902.14,0.76,0.95,0.0,0.0,1.35,0.02,9.39,9.49,0.13,-0.06,0.06,-0.06,0.25,0.13
112,1664297843581,30.89,902.15,0.67,0.95,0.0,0.0,1.34,0.0,9.37,9.47,0.0,0.25,0.0,0.0,0.25,0.0
113,1664297843859,30.89,902.14,0.76,0.95,0.0,0.0,1.35,0.02,9.32,9.42,-0.06,0.25,-0.06,-0.06,0.25,-0.06
114,1664297844134,30.89,902.14,0.76,0.95,0.0,0.0,1.35,0.0,9.34,9.44,0.0,-0.19,0.06,-0.06,-0.06,-0.06
115,1664297844396,30.89,902.15,0.67,0.95,0.0,0.0,1.35,0.03,9.35,9.45,0.06,0.13,-0.06,0.06,0.13,-0.06
116,1664297844663,30.89,902.15,0.67,0.95,0.0,0.0,1.34,0.0,9.36,9.46,0.06,-0.13,-0.06,0.06,-0.13,-0.06
117,1664297844922,30.89,902.17,0.48,0.95,0.0,0.0,1.35,0.0,9.36,9.46,0.13,-0.06,0.0,0.13,-0.06,0.0
118,1664297845205,30.89,902.15,0.67,0.95,0.0,0.0,1.33,-0.01,9.35,9.44,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06
119,1664297845466,30.89,902.14,0.76,0.95,0.0,0.0,1.35,0.0,9.36,9.46,0.0,-0.06,0.06,0.0,-0.06,0.06
120,1664297845728,30.89,902.16,0.58,0.95,0.0,0.0,1.34,0.02,9.37,9.47,0.0,0.06,-0.06,0.0,0.06,-0.06
121,1664297845988,30.9,902.17,0.48,0.95,0.0,0.0,1.35,0.01,9.35,9.45,0.06,0.0,-0.06,0.06,0.0,-0.06
122,1664297846245,30.9,902.17,0.48,0.95,0.0,0.0,1.34,0.01,9.36,9.46,0.06,0.0,-0.06,0.06,0.0,-0.06
123,1664297846792,30.9,902.15,0.67,1.04,0.0,0.0,1.35,0.02,9.34,9.44,0.0,0.0,0.13,0.0,0.0,0.13
124,1664297847055,30.9,902.17,0.48,1.04,0.0,0.0,1.35,0.0,9.34,9.44,0.06,0.06,0.06,0.0,-0.06,0.13
125,1664297847332,30.9,902.17,0.48,1.04,0.0,0.0,1.34,0.01,9.37,9.47,0.0,-0.19,-0.06,0.0,0.19,0.0
126,1664297847597,30.9,902.13,0.86,1.04,0.0,0.0,1.35,0.01,9.34,9.44,-0.06,-0.06,0.13,-0.06,-0.06,0.13
127,1664297847869,30.9,902.15,0.67,1.04,0.0,0.0,1.37,-0.01,9.35,9.45,0.06,0.13,0.0,0.06,0.13,0.0
128,1664297848129,30.9,902.15,0.67,1.04,0.0,0.0,1.35,0.01,9.35,9.45,0.0,0.0,-0.13,0.0,0.0,-0.13
129,1664297848392,30.91,902.14,0.76,1.04,0.0,0.0,1.36,0.0,9.32,9.42,0.0,-0.06,0.13,0.0,-0.06,0.13
130,1664297848665,30.91,902.16,0.58,1.04,0.0,0.0,1.31,-0.03,9.3,9.39,0.06,0.06,-0.44,0.06,0.06,-0.44
131,1664297848933,30.91,902.15,0.67,1.04,0.0,0.0,1.28,-0.16,9.55,9.64,0.06,0.19,-1.0,0.06,0.19,-1.0
132,1664297849201,30.91,902.15,0.67,1.04,0.0,0.0,1.11,0.05,9.04,9.11,0.13,0.44,-1.06,0.13,0.44,-1.06
133,1664297849467,30.91,902.15,0.67,1.04,0.0,0.0,1.24,-0.03,9.21,9.29,0.13,0.19,-1.12,-0.31,-0.19,-0.75
134,1664297849736,30.91,902.16,0.58,1.04,0.0,0.0,1.49,0.12,9.69,9.8,-0.13,-0.44,-0.94,-0.13,-0.44,-0.94
135,1664297850003,30.91,902.17,0.48,1.04,0.0,0.0,1.57,-0.15,8.95,9.09,-0.5,0.69,-0.56,-0.5,0.69,-0.56
136,1664297850262,30.91,902.15,0.67,1.04,0.0,0.0,1.03,0.59,8.63,8.71,-0.25,0.25,0.19,-0.25,0.25,0.19
137,1664297850541,30.92,902.19,0.3,1.04,0.0,0.0,2.5,0.32,12.59,12.84,1.06,-3.06,1.5,1.06,-3.06,1.5
138,1664297850806,30.92,902.29,-0.64,1.04,0.0,0.0,2.91,-0.32,8.32,8.82,0.19,-0.25,-2.56,0.19,-0.25,-2.56
139,1664297851070,30.92,902.36,-1.29,1.04,0.0,0.0,-0.45,0.46,10.84,10.86,2.94,-6.12,3.44,2.94,-6.12,3.44
140,1664297851335,30.92,902.24,-0.17,1.04,0.0,0.0,-0.66,0.07,6.39,6.42,5.44,0.75,-1.94,5.44,0.75,-1.94
141,1664297851604,30.92,902.15,0.67,1.04,0.0,0.0,2.7,0.4,9.44,9.83,-5.37,3.81,1.62,6.87,-1.87,-2.19
142,1664297851943,30.91,902.08,1.32,1.32,0.0,0.0,0.02,0.79,10.65,10.68,4.12,2.75,-1.44,4.12,2.75,-1.44
143,1664297852206,30.91,902.1,1.14,1.32,0.0,0.0,0.75,0.57,7.24,7.3,1.31,0.75,-1.44,1.31,0.75,-1.44
144,1664297852470,30.91,902.06,1.51,1.51,0.0,0.0,2.3,-0.41,11.53,11.76,1.12,-1.44,0.69,1.12,-1.44,0.69
145,1664297852736,30.91,902.03,1.79,1.79,0.0,0.0,-0.33,0.93,8.07,8.13,-4.0,-0.06,-0.81,2.25,-1.81,0.75
146,1664297853012,30.91,902.03,1.79,1.79,0.0,0.0,0.09,-0.14,6.36,6.36,-2.94,1.44,0.75,-2.94,1.44,0.75
147,1664297853291,30.91,902.0,2.07,2.07,0.0,0.0,0.24,0.55,11.55,11.57,-4.44,4.25,3.62,-4.44,4.25,3.62
148,1664297853557,30.9,901.98,2.26,2.26,0.0,0.0,1.51,-0.23,8.06,8.2,-0.37,-2.06,0.44,0.19,-0.5,-1.06
149,1664297853820,30.91,901.99,2.17,2.26,0.0,0.0,-1.14,0.12,5.84,5.95,-3.37,1.94,2.12,-3.37,1.94,2.12
150,1664297854086,30.91,902.03,1.79,2.26,0.0,0.0,2.71,0.82,11.74,12.08,3.81,-0.37,-1.37,-1.62,-0.56,0.25
151,1664297854353,30.91,902.02,1.89,2.26,0.0,0.0,-1.0,0.34,5.74,5.84,-0.94,5.5,1.69,-0.94,5.5,1.69
152,1664297854631,30.91,901.97,2.35,2.35,0.0,0.0,-0.31,0.12,8.96,8.97,-1.56,-1.37,1.5,-1.56,-1.37,1.5
153,1664297854897,30.91,902.03,1.79,2.35,0.0,0.0,2.67,0.2,11.85,12.15,-3.94,3.0,1.87,-3.94,3.0,1.87
154,1664297855166,30.91,902.0,2.07,2.35,0.0,0.0,0.67,-0.01,10.09,10.11,3.87,0.19,-2.25,3.87,0.19,-2.25
155,1664297855431,30.91,902.01,1.98,2.35,0.0,0.0,1.76,-0.27,7.87,8.07,-3.37,0.06,2.0,-3.37,0.06,2.0
156,1664297855695,30.91,902.01,1.98,2.35,0.0,0.0,-0.24,0.11,9.65,9.65,4.12,-0.81,-4.25,-2.0,3.25,3.44
157,1664297855977,30.91,902.03,1.79,2.35,0.0,0.0,-0.07,0.55,7.68,7.7,-2.94,-0.44,0.0,-2.94,-0.44,0.0
158,1664297856258,30.91,902.01,1.98,2.35,0.0,0.0,3.36,0.67,10.0,10.57,5.44,-3.12,-3.25,5.44,-3.12,-3.25
159,1664297856521,30.91,902.0,2.07,2.35,0.0,0.0,4.39,0.29,12.52,13.27,4.81,0.62,-1.0,4.81,0.62,-1.0
160,1664297856788,30.91,901.98,2.26,2.35,0.0,0.0,-0.39,-0.01,6.79,6.8,-2.87,2.56,2.19,-2.87,2.56,2.19
161,1664297857052,30.91,902.01,1.98,2.35,0.0,0.0,0.08,0.03,7.48,7.48,-0.56,-1.75,-2.19,-0.56,-1.75,-2.19
162,1664297857343,30.91,902.01,1.98,2.35,0.0,0.0,2.97,0.91,11.76,12.16,0.69,-2.69,1.31,-4.75,0.75,-1.0
163,1664297857610,30.9,902.0,2.07,2.35,0.0,0.0,-0.74,0.37,9.39,9.43,5.12,2.37,-2.0,-3.44,6.75,0.88
164,1664297857875,30.9,901.99,2.17,2.35,0.0,0.0,-0.6,1.04,5.78,5.9,-4.5,4.62,4.62,-4.5,4.62,4.62
165,1664297858138,30.91,901.98,2.26,2.35,0.0,0.0,-0.66,-0.04,7.07,7.1,-3.0,2.81,2.75,-3.0,2.81,2.75
166,1664297858404,30.91,901.99,2.17,2.35,0.0,0.0,2.0,0.34,10.69,10.88,1.44,-2.31,-1.12,1.44,-2.31,-1.12
167,1664297858683,30.91,901.98,2.26,2.35,0.0,0.0,1.78,0.16,7.28,7.5,-1.31,1.5,3.62,2.62,-1.37,-3.56
168,1664297858950,30.91,902.01,1.98,2.35,0.0,0.0,1.67,0.61,7.94,8.14,-2.56,2.06,1.06,2.12,-1.81,-1.37
169,1664297859210,30.91,902.0,2.07,2.35,0.0,0.0,1.12,0.87,8.57,8.69,-3.31,2.19,0.0,-3.31,2.19,0.0
170,1664297859477,30.91,902.01,1.98,2.35,0.0,0.0,-0.72,0.53,10.09,10.13,6.5,-1.87,0.13,6.5,-1.87,0.13
171,1664297859742,30.91,901.99,2.17,2.35,0.0,0.0,1.0,1.67,7.55,7.8,-1.12,-1.06,3.75,3.19,-1.12,-3.62
172,1664297860025,30.91,902.0,2.07,2.35,0.0,0.0,2.18,-0.11,12.52,12.71,0.5,-0.06,-1.19,0.5,-0.06,-1.19
173,1664297860295,30.9,902.01,1.98,2.35,0.0,0.0,1.96,-0.38,12.28,12.44,2.5,-0.19,-1.56,2.5,-0.19,-1.56
174,1664297860561,30.9,902.02,1.89,2.35,0.0,0.0,-0.28,0.07,9.12,9.12,-1.25,2.62,1.44,-1.25,2.62,1.44
175,1664297860843,30.9,902.02,1.89,2.35,0.0,0.0,4.29,0.4,10.72,11.55,-6.0,3.25,4.87,-6.0,3.25,4.87
176,1664297861112,30.9,902.0,2.07,2.35,0.0,0.0,3.77,-0.02,10.77,11.41,3.31,-3.06,-4.75,3.31,-3.06,-4.75
177,1664297861383,30.9,901.98,2.26,2.35,0.0,0.0,-1.17,0.18,6.42,6.53,1.5,1.87,1.69,1.5,1.87,1.69
178,1664297861646,30.9,902.0,2.07,2.35,0.0,0.0,2.93,1.32,9.11,9.66,1.81,-0.37,1.0,1.81,-0.37,1.0
179,1664297861921,30.91,902.01,1.98,2.35,0.0,0.0,3.33,0.57,12.17,12.63,-3.31,2.75,1.37,-3.31,2.75,1.37
180,1664297862188,30.9,902.0,2.07,2.35,0.0,0.0,0.98,-0.16,9.46,9.51,-3.87,2.81,2.25,-3.87,2.81,2.25
181,1664297862453,30.91,902.02,1.89,2.35,0.0,0.0,2.32,-0.68,10.43,10.71,3.25,-0.81,-3.12,-4.44,0.25,3.81
182,1664297862726,30.91,902.01,1.98,2.35,0.0,0.0,2.74,0.16,7.81,8.28,-0.44,2.94,3.25,-0.44,2.94,3.25
183,1664297862992,30.91,901.99,2.17,2.35,0.0,0.0,2.71,0.3,10.19,10.55,0.31,-1.75,-1.0,0.31,-1.75,-1.0
