{150,25,61,25,30.85,901.79,0.45,0.73,1.72,0,0,1.98,-0.58,9.56,9.78,-0.13,0.00,0.13,-0.13,0.00,0.13}
{151,25,50,26,30.84,901.79,0.45,0.73,1.69,0,0,2.00,-0.60,9.54,9.77,-0.06,0.06,0.19,-0.06,0.06,0.19}
{152,26,68,26,30.85,901.79,0.45,0.73,1.72,0,0,1.98,-0.58,9.54,9.76,-0.06,0.13,-0.06,-0.06,0.13,-0.06}
{153,26,51,26,30.84,901.78,0.54,0.73,1.75,0,0,1.97,-0.57,9.54,9.76,-0.13,0.19,-0.13,-0.13,0.19,-0.13}
{154,26,59,26,30.85,901.78,0.54,0.73,1.78,0,0,2.00,-0.59,9.56,9.78,0.00,0.00,0.00,0.00,0.00,0.00}
{155,26,51,26,30.85,901.81,0.26,0.73,1.72,0,0,2.00,-0.56,9.54,9.76,0.06,0.00,0.19,0.06,0.00,0.19}
{156,26,51,26,30.86,901.80,0.36,0.73,1.66,0,0,2.01,-0.59,9.54,9.77,-0.06,-0.13,0.13,-0.06,-0.13,0.13}
{157,26,50,26,30.86,901.77,0.64,0.73,1.69,0,0,1.99,-0.57,9.54,9.76,0.00,0.13,0.00,0.00,0.13,0.00}
{158,26,50,26,30.86,901.78,0.54,0.73,1.78,0,0,1.99,-0.60,9.57,9.79,0.06,0.06,-0.06,0.06,0.06,-0.06}
{159,26,58,26,30.86,901.80,0.36,0.73,1.78,0,0,2.00,-0.56,9.55,9.77,0.00,-0.19,-0.06,0.00,-0.19,-0.06}
{160,26,51,26,30.86,901.77,0.64,0.73,1.78,0,0,1.99,-0.57,9.59,9.81,0.06,-0.06,-0.06,0.06,-0.06,-0.06}
{161,26,51,26,30.87,901.80,0.36,0.73,1.72,0,0,1.99,-0.57,9.59,9.81,-0.19,0.19,0.06,-0.19,0.19,0.06}
{162,26,50,26,30.87,901.80,0.36,0.73,1.72,0,0,1.99,-0.59,9.57,9.79,0.13,-0.13,0.06,0.13,-0.13,0.06}
{163,26,50,26,30.87,901.79,0.45,0.73,1.66,0,0,2.03,-0.58,9.53,9.76,-0.06,0.06,0.19,-0.06,0.06,0.19}
{164,26,50,26,30.87,901.78,0.54,0.73,1.72,0,0,2.00,-0.61,9.53,9.76,0.13,-0.13,0.13,0.13,-0.13,0.13}
{165,26,58,26,30.87,901.78,0.54,0.73,1.78,0,0,1.98,-0.57,9.56,9.78,0.13,0.13,0.19,0.13,0.13,0.19}
{166,26,51,26,30.86,901.80,0.36,0.73,1.75,0,0,1.99,-0.64,9.49,9.72,0.06,0.13,-0.06,0.06,0.13,-0.06}
{167,26,62,26,30.85,901.78,0.54,0.73,1.75,0,0,1.98,-0.60,9.51,9.73,-0.06,-0.13,0.00,-0.06,-0.06,0.06}
{168,26,67,26,30.86,901.78,0.54,0.73,1.75,0,0,2.03,-0.56,9.57,9.80,-0.13,0.00,0.06,-0.13,0.00,0.06}
{169,26,52,27,30.85,901.77,0.64,0.73,1.84,0,0,1.98,-0.59,9.56,9.78,-0.06,-0.13,-0.13,-0.06,-0.13,-0.13}
{170,27,59,27,30.86,901.77,0.64,0.73,1.88,0,0,2.01,-0.59,9.55,9.78,-0.19,0.06,-0.06,-0.19,0.06,-0.06}
{171,27,51,27,30.86,901.77,0.64,0.73,1.91,0,0,1.95,-0.62,9.58,9.80,0.06,0.00,-0.06,0.06,0.00,-0.06}
{172,27,51,27,30.87,901.77,0.64,0.73,1.91,0,0,1.98,-0.57,9.55,9.77,-0.06,-0.06,0.06,-0.06,-0.06,0.06}
{173,27,50,27,30.87,901.78,0.54,0.73,1.88,0,0,2.01,-0.59,9.54,9.77,-0.06,0.00,0.00,-0.06,0.00,0.00}
{174,27,50,27,30.86,901.79,0.45,0.73,1.81,0,0,2.02,-0.59,9.56,9.79,0.13,0.19,0.00,0.13,0.19,0.00}
{175,27,58,27,30.87,901.80,0.36,0.73,1.72,0,0,2.00,-0.59,9.58,9.80,-0.19,0.19,0.00,-0.19,0.19,0.00}
{176,27,51,27,30.87,901.78,0.54,0.73,1.72,0,0,2.01,-0.58,9.57,9.80,0.06,-0.06,0.00,0.06,-0.06,0.00}
{177,27,51,27,30.87,901.78,0.54,0.73,1.75,0,0,2.01,-0.57,9.55,9.78,-0.13,-0.13,-0.06,-0.13,-0.13,-0.06}
{178,27,50,27,30.87,901.77,0.64,0.73,1.84,0,0,1.97,-0.61,9.53,9.75,0.00,0.19,-0.06,0.00,0.19,-0.06}
{179,27,50,27,30.87,901.78,0.54,0.73,1.84,0,0,1.99,-0.61,9.54,9.76,-0.13,-0.06,-0.06,-0.13,-0.06,-0.06}
{180,27,58,27,30.87,901.82,0.17,0.73,1.72,0,0,1.98,-0.60,9.53,9.75,0.00,0.13,-0.06,0.00,0.13,-0.06}
