{157,53,221,5329.45,902.27,0.95,0.95,1.81,0,0,1.97,0.08,9.57,9.77,0.06,0.06,0.00,0.06,0.06,0.00}
{158,53,230,5329.45,902.32,0.49,0.95,1.75,0,0,1.96,0.06,9.57,9.77,-0.13,-0.13,0.06,-0.13,-0.13,0.06}
{159,53,216,5329.45,902.31,0.58,0.95,1.72,0,0,1.97,0.08,9.55,9.75,0.00,-0.13,0.06,0.00,-0.13,0.06}
{160,53,224,5329.45,902.29,0.77,0.95,1.66,0,0,1.97,0.07,9.56,9.76,0.06,0.06,-0.06,0.06,0.06,-0.06}
{161,53,228,5429.45,902.31,0.58,0.95,1.69,0,0,1.96,0.09,9.56,9.76,-0.06,0.13,-0.19,-0.06,0.13,-0.19}
{162,54,218,5429.45,902.30,0.67,0.95,1.72,0,0,1.98,0.08,9.56,9.76,0.13,0.19,0.00,0.13,0.19,0.00}
{163,54,224,5429.45,902.29,0.77,0.95,1.72,0,0,1.96,0.08,9.55,9.75,-0.06,0.06,0.00,-0.06,0.06,0.00}
{164,54,214,5429.45,902.29,0.77,0.95,1.78,0,0,1.97,0.08,9.54,9.74,0.00,-0.13,0.06,0.00,0.00,0.00}
{165,54,220,5529.45,902.33,0.39,0.95,1.69,0,0,1.96,0.08,9.58,9.78,-0.13,0.06,0.00,-0.13,0.06,0.00}
{166,55,238,5529.45,902.28,0.86,0.95,1.72,0,0,1.97,0.08,9.56,9.76,0.06,0.00,-0.06,0.06,0.00,-0.06}
{167,55,221,5529.45,902.27,0.95,0.95,1.78,0,0,1.96,0.05,9.55,9.75,0.00,0.00,0.13,0.00,0.00,0.13}
{168,55,221,5529.45,902.30,0.67,0.95,1.88,0,0,1.96,0.07,9.55,9.75,0.06,0.13,0.00,0.06,0.13,0.00}
{169,55,214,5529.45,902.28,0.86,0.95,1.88,0,0,1.96,0.09,9.55,9.75,-0.06,-0.37,0.19,-0.06,-0.37,0.19}
{170,55,214,5629.45,902.29,0.77,0.95,1.81,0,0,1.98,0.08,9.57,9.77,0.00,0.00,0.06,0.00,0.00,0.06}
{171,56,232,5629.45,902.30,0.67,0.95,1.81,0,0,1.97,0.09,9.55,9.75,-0.06,0.19,0.00,-0.06,0.19,0.00}
{172,56,216,5629.45,902.29,0.77,0.95,1.78,0,0,1.98,0.07,9.55,9.75,0.00,0.00,0.00,0.06,-0.13,-0.13}
{173,56,218,5629.45,902.30,0.67,0.95,1.75,0,0,1.99,0.07,9.55,9.76,-0.13,0.13,0.00,-0.06,0.00,-0.06}
{174,56,220,5729.45,902.30,0.67,0.95,1.75,0,0,1.99,0.08,9.57,9.78,0.00,0.00,0.06,0.00,0.00,0.06}
{175,57,237,5729.44,902.31,0.58,0.95,1.69,0,0,1.99,0.08,9.57,9.78,0.06,-0.06,0.06,0.06,-0.06,0.06}
{176,57,220,5729.44,902.32,0.49,0.95,1.63,0,0,1.95,0.07,9.55,9.75,0.00,0.00,0.06,0.00,0.00,0.06}
{177,57,221,5729.44,902.31,0.58,0.95,1.60,0,0,1.97,0.08,9.59,9.79,-0.19,0.06,0.06,-0.19,0.06,0.06}
{178,57,216,5729.44,902.30,0.67,0.95,1.63,0,0,1.98,0.09,9.58,9.78,-0.19,-0.13,0.13,-0.19,-0.13,0.13}
{179,57,218,5829.44,902.30,0.67,0.95,1.69,0,0,1.97,0.05,9.57,9.77,-0.06,-0.06,0.00,-0.06,-0.06,0.00}
{180,58,224,5829.44,902.28,0.86,0.95,1.78,0,0,1.97,0.09,9.58,9.78,0.06,0.00,0.00,0.06,0.00,0.00}
{181,58,223,5829.43,902.27,0.95,0.95,1.88,0,0,1.97,0.09,9.56,9.76,0.19,0.00,0.06,0.19,0.00,0.06}
